userId,rating,timestamp,id,score
1,1.0,1425941529,as680,3.5288220551378444
1,4.5,1425942435,ns2186,3.543632075471698
1,5.0,1425941523,hs2381,3.602803738317757
1,5.0,1425941546,ns3663,3.520997375328084
1,5.0,1425941556,as9500,3.5389908256880735
1,4.0,1425942148,as3004,3.385044642857143
1,4.5,1425941300,ns8282,3.548009367681499
1,5.0,1425941593,as6112,3.6353919239904986
1,4.0,1425941601,hs327,3.5012722646310435
1,4.0,1425942228,ns1358,3.5294117647058822
1,5.0,1425941434,ns7360,3.460759493670886
1,5.0,1425941397,ns3980,3.565491183879093
1,4.0,1425942005,ns128,3.562953995157385
1,3.5,1425941313,ns3830,3.5403587443946187
1,4.0,1425942007,as5517,3.492287917737789
1,5.0,1425941502,as1577,3.59688995215311
1,5.0,1425941464,hs2056,3.533256880733945
1,5.0,1425942139,ns5413,3.514069264069264
1,5.0,1425942699,as6909,3.5546697038724373
1,5.0,1425942133,as4340,3.5934579439252334
1,2.5,1425942647,as8902,3.6029055690072638
1,5.0,1425942618,hs871,3.5492788461538463
1,5.0,1425941424,ns5624,3.490888382687927
1,5.0,1425941382,ns8584,3.519047619047619
1,0.5,1425942640,as7193,3.502493765586035
1,4.0,1425941667,ds853,3.5606860158311346
1,5.0,1425941336,ns1310,3.588366890380313
2,3.0,867039249,ns5228,3.5036855036855035
2,3.0,867039168,ns5355,3.462406015037594
2,2.0,867039166,hs1581,3.532110091743119
2,3.0,867039325,ns4446,3.5260303687635575
2,4.0,867039612,ns8778,3.5466507177033493
2,4.0,867039325,ns2462,3.514457831325301
2,3.0,867039168,hs589,3.6050119331742243
2,4.0,867039249,as8906,3.5567375886524824
2,5.0,867041296,as2307,3.5098280098280097
2,4.0,867041121,as2200,3.591755319148936
2,4.0,867039973,as2064,3.5581683168316833
2,4.0,867039325,ns3954,3.5514018691588785
2,4.0,867039167,ns3429,3.5335731414868103
2,3.0,867039325,ns3522,3.4282178217821784
2,3.0,867039165,as7276,3.4448818897637796
2,1.0,867039249,hs1914,3.5366430260047284
2,1.0,867039288,as9455,3.5227817745803356
2,4.0,867039325,ds139,3.5525641025641024
2,4.0,867039820,ds319,3.523310023310023
2,5.0,867039288,ns7879,3.556900726392252
2,3.0,867040824,as9099,3.5169300225733635
2,2.0,867040735,ns5772,3.5221932114882506
3,3.0,1048076925,ns4695,3.530848329048843
3,2.0,1048076945,as1246,3.4923664122137406
3,4.0,1048076900,hs653,3.490498812351544
3,4.0,1048076945,ns8641,3.5036496350364965
3,3.0,1048076995,hs1531,3.5790598290598292
3,3.0,1048076961,as8113,3.5389294403892944
3,3.0,1048076976,ns4429,3.529680365296804
3,3.0,1048077048,ns8253,3.4610091743119265
3,3.0,1048076830,as6156,3.475
3,3.0,1048077030,as9380,3.59846547314578
4,4.0,1042668576,ns5217,3.5852130325814535
4,4.0,1042667925,hs2554,3.496394230769231
4,4.0,1042674800,ns5600,3.5051020408163267
4,5.0,1042667925,as1526,3.4782608695652173
4,4.0,1042667956,ns3136,3.5513784461152884
4,2.0,1042667865,hs679,3.561200923787529
4,5.0,1042667903,ds1137,3.6425
4,4.0,1042674861,hs454,3.48
4,3.0,1042667945,as3590,3.479028697571744
4,3.0,1042674787,as6060,3.5091145833333335
4,4.0,1042674412,ns7019,3.4775280898876404
4,3.0,1042674845,hs2716,3.669576059850374
4,4.0,1042674787,hs357,3.6395631067961167
4,3.0,1042674761,ns6155,3.636138613861386
4,4.0,1042674761,hs1891,3.524449877750611
4,4.0,1042668589,ns6116,3.43424317617866
4,5.0,1042667945,as913,3.5057736720554273
4,2.0,1042674886,ns1457,3.5294117647058822
4,4.0,1042668559,ns3600,3.488372093023256
4,5.0,1042672546,as8621,3.506423982869379
4,4.0,1042672491,ns773,3.4952830188679247
4,3.0,1042668576,hs359,3.465736040609137
4,3.0,1042672363,hs1227,3.5432242990654204
4,3.0,1042668505,ds723,3.5296296296296297
4,4.0,1042672531,ns1690,3.4469135802469135
4,1.0,1042668544,ns3279,3.6358024691358026
4,4.0,1042668505,ds98,3.491484184914842
4,2.0,1042668544,as6877,3.455069124423963
4,3.0,1042668621,ns8044,3.5856079404466503
4,4.0,1042672283,ns840,3.534313725490196
4,5.0,1042672546,as394,3.5511363636363638
4,4.0,1042672556,ns1216,3.5492021276595747
4,3.0,1042672352,hs2635,3.426328502415459
4,4.0,1042674773,ds1232,3.570694087403599
4,3.0,1042668589,ns2862,3.536046511627907
4,4.0,1042672592,hs1287,3.5418848167539267
4,1.0,1042668521,as4402,3.5402597402597404
4,3.0,1042668544,ns7995,3.4751243781094527
4,5.0,1042672580,as5406,3.482456140350877
4,4.0,1042672335,ns36,3.569512195121951
4,4.0,1042668576,as8947,3.556578947368421
4,3.0,1042668521,as9202,3.4936548223350252
4,3.0,1042668544,as2594,3.527486910994764
4,5.0,1042668604,hs429,3.5665083135391926
4,2.0,1042668621,as9647,3.4942528735632186
4,4.0,1042674436,hs2615,3.5483091787439616
4,4.0,1042672283,ns2426,3.6401425178147266
4,2.0,1042672352,ds57,3.463963963963964
4,4.0,1042668559,as3364,3.4974293059125965
4,3.0,1042672335,ns700,3.4729064039408866
4,4.0,1042672491,as1301,3.537958115183246
4,4.0,1042672580,as9097,3.660287081339713
4,2.0,1042672580,as7585,3.502439024390244
4,3.0,1042672592,ns7123,3.4585492227979273
4,3.0,1042668559,ns4169,3.5231362467866325
4,4.0,1042667845,ns6894,3.5898123324396782
4,3.0,1042667925,as8827,3.503640776699029
4,3.0,1042674412,ns5029,3.5520833333333335
4,4.0,1042674819,ns884,3.5842696629213484
4,3.0,1042674425,as1825,3.564748201438849
4,4.0,1042667845,as8566,3.525054466230937
4,3.0,1042674579,ns3313,3.5920716112531967
5,3.0,949423844,ns7571,3.4774774774774775
5,2.0,949423787,ns5263,3.440334128878282
5,4.0,949424343,ds341,3.49616368286445
5,5.0,949424321,as3116,3.4798099762470307
5,5.0,949424271,hs2852,3.475113122171946
5,5.0,949424168,ns6059,3.482142857142857
5,5.0,949424374,hs1956,3.664691943127962
5,5.0,949424374,ns4182,3.606299212598425
5,4.0,949424343,ns5741,3.397530864197531
5,5.0,949424321,ns3385,3.469525959367946
5,5.0,949424271,as2174,3.51875
5,4.0,949424343,ns1021,3.4742268041237114
5,5.0,949423787,hs2485,3.6108490566037736
5,5.0,949424374,as1854,3.513317191283293
5,5.0,949424271,as7520,3.5650602409638554
5,5.0,949423844,hs1070,3.5605700712589075
5,5.0,949423787,as3411,3.481042654028436
5,5.0,949424321,as7661,3.5902777777777777
5,2.0,949424522,as189,3.5408878504672896
5,5.0,949424045,ds577,3.5159817351598175
5,1.0,949424482,hs601,3.558894230769231
5,5.0,949423938,as7283,3.5045871559633026
5,4.0,949423938,as8719,3.569377990430622
5,5.0,949423978,ns7650,3.5556844547563804
5,4.0,949424188,as4924,3.6148825065274153
5,3.0,949423844,as5856,3.4692307692307693
6,3.0,944894480,hs2265,3.5479115479115477
6,3.0,944894480,ds1035,3.4744444444444444
6,4.0,944894144,hs3022,3.470725995316159
6,5.0,944928077,ns632,3.578638497652582
7,5.0,1486253647,ds663,3.5819861431870668
7,4.0,1486253595,ns6275,3.6175771971496435
7,4.0,1486253599,ns1703,3.5366748166259168
7,4.5,1486254186,as2834,3.4986702127659575
7,4.5,1486253602,as5909,3.5818639798488663
7,5.0,1486253781,as2955,3.5911458333333335
7,1.5,1486253699,hs1467,3.4942922374429224
7,4.0,1486253683,ns6833,3.5675675675675675
7,4.5,1486253687,hs2068,3.5538990825688073
7,5.0,1486253608,ns695,3.5386473429951693
7,4.0,1486253703,as8336,3.474264705882353
7,2.0,1486253944,ds1217,3.5930232558139537
7,4.5,1486253705,ns3174,3.6492374727668846
7,3.5,1486253615,as4687,3.5712530712530715
7,2.0,1486253729,ns2464,3.4954545454545456
7,4.5,1486253605,as1586,3.4745547073791347
7,4.0,1486253719,as9229,3.5468036529680367
7,4.0,1486253918,hs616,3.605022831050228
7,2.5,1486253617,ns7059,3.5334928229665072
7,2.5,1486253796,as3339,3.513126491646778
7,4.0,1486253619,ns4651,3.612565445026178
7,3.0,1486253758,ns5530,3.388755980861244
7,3.0,1486253891,ds1088,3.4684466019417477
7,2.5,1486253738,as6200,3.58248730964467
7,2.0,1486253798,ns1494,3.494279176201373
7,4.0,1486253740,ns2933,3.46
7,2.5,1486253771,as1381,3.529620853080569
7,3.0,1486253787,as3183,3.5351288056206087
7,4.0,1486253880,as9240,3.5664160401002505
7,3.5,1486253805,ns3348,3.502493765586035
7,2.0,1486253865,ds1213,3.5191846522781773
7,5.0,1486253675,ns2632,3.5547445255474455
7,1.0,1486253975,ns6601,3.524154589371981
